Name of State/ UT	Parliamentary Constituency	Candidate Name	Total Votes Polled	Winner or Not?	Party Abbreviation	Party Name
West Bengal	Baharampur	KUSHADHWAJ BALA	4676	no	BSP	Bahujan Samaj Party
West Bengal	Baharampur	MD. EZARUDDIN	4869	no	JeSM	Jamat-E-Seratul Mustakim
West Bengal	Murshidabad	BADARUDDOZA KHAN	426947	yes	CPM	Communist Party of India  (Marxist)
West Bengal	Murshidabad	ABDUL BARI	5383	no	IUML	Indian Union Muslim League
West Bengal	Murshidabad	None of the Above	10156	no	NOTA	None of the Above
West Bengal	Murshidabad	ASIM KUMAR DAS	4539	no	IND	Independent
West Bengal	Murshidabad	SWAPAN KUMAR MANDAL	4260	no	AMB	Amra Bangalee
West Bengal	Murshidabad	MD. NAJMUL HOQUE	11333	no	AIUDF	All India United Democratic Front
West Bengal	Murshidabad	MD. KHODABOX SEKH	6445	no	WPOI	Welfare Party Of India
West Bengal	Murshidabad	ABDUL MANNAN HOSSAIN	408494	no	INC	Indian National Congress
West Bengal	Murshidabad	KAMARUJJAMAN KHANDEKAR(BAKUL)	8378	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Murshidabad	SUJIT KUMAR GHOSH	101069	no	BJP	Bharatiya Janata Party
West Bengal	Murshidabad	ALI MOHAMMAD	289027	no	AITC	All India Trinamool Congress
West Bengal	Murshidabad	JITENDRA NATH HALDER	5722	no	BSP	Bahujan Samaj Party
West Bengal	Murshidabad	MASUDUL ISLAM	6010	no	SDPI	SOCIAL DEMOCRATIC PARTY OF INDIA
West Bengal	Krishnanagar	TAPAS PAUL	438789	yes	AITC	All India Trinamool Congress
West Bengal	Krishnanagar	SUBIMAL SENGUPTA	7777	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
West Bengal	Krishnanagar	HARASHIT BISWAS	6168	no	BSP	Bahujan Samaj Party
West Bengal	Krishnanagar	KAMAL DATTA	7214	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Krishnanagar	SATYA BRATA MOOKHERJEE	329387	no	BJP	Bharatiya Janata Party
West Bengal	Krishnanagar	AHMED RAZIA	74789	no	INC	Indian National Congress
West Bengal	Krishnanagar	MOLLA JAFORULLA	4865	no	BMUP	Bahujan Mukti Party
West Bengal	Krishnanagar	JHA SHANTANU	367534	no	CPM	Communist Party of India  (Marxist)
West Bengal	Krishnanagar	AHAMED HOSSAIN	3749	no	IUML	Indian Union Muslim League
West Bengal	Krishnanagar	None of the Above	7642	no	NOTA	None of the Above
West Bengal	Ranaghat	TAPAS MANDAL	590451	yes	AITC	All India Trinamool Congress
West Bengal	Ranaghat	None of the Above	14626	no	NOTA	None of the Above
West Bengal	Ranaghat	SUBHAS CHANDRA SARKAR	8658	no	IND	Independent
West Bengal	Ranaghat	PRATAP KANTI RAY	92218	no	INC	Indian National Congress
West Bengal	Ranaghat	SUPRAVAT BISWAS	233670	no	BJP	Bharatiya Janata Party
West Bengal	Ranaghat	PARESH HALDER	7952	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Ranaghat	UTPALA BISWAS	9116	no	BSP	Bahujan Samaj Party
West Bengal	Ranaghat	CHAITANYA BARAI	3829	no	NSBP	Nirjatita Samaj Biplabi Party
West Bengal	Ranaghat	NADIYAR CHAND MONDAL	3992	no	RPI(A)	Republican Party of India (A)
West Bengal	Ranaghat	ARCHANA BISWAS	388684	no	CPM	Communist Party of India  (Marxist)
West Bengal	Bangaon	KAPIL KRISHNA THAKUR	551213	yes	AITC	All India Trinamool Congress
West Bengal	Bangaon	PINAKI RANJAN BHARATI	1071	no	TRMRPPI	The Religion of Man Revolving Political Party of India
West Bengal	Bangaon	ILA MONDAL	43866	no	INC	Indian National Congress
West Bengal	Bangaon	DEBESH DAS	404612	no	CPM	Communist Party of India  (Marxist)
West Bengal	Bangaon	PRANITA MANDAL	8738	no	IND	Independent
West Bengal	Bangaon	CHANDAN MALLICK	9207	no	BSP	Bahujan Samaj Party
West Bengal	Bangaon	SWAPAN MONDAL	3589	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Bangaon	TARAPADA BISWAS	2848	no	AMB	Amra Bangalee
West Bengal	Bangaon	K.D. BISWAS	244783	no	BJP	Bharatiya Janata Party
West Bengal	Bangaon	SHYAM PRASAD MONDAL	2624	no	PDS	Party for Democratic Socialism
West Bengal	Bangaon	SARAT CHANDRA MANDAL	1172	no	RAHM	Rashtriya Ahinsa Manch
West Bengal	Bangaon	None of the Above	9965	no	NOTA	None of the Above
West Bengal	Barrackpore	DINESH TRIVEDI	479206	yes	AITC	All India Trinamool Congress
West Bengal	Barrackpore	None of the Above	10979	no	NOTA	None of the Above
West Bengal	Barrackpore	MIHIR BISWAS	1787	no	AAAP	Aam Aadmi Party
West Bengal	Barrackpore	RUMESH KUMAR HANDA	230401	no	BJP	Bharatiya Janata Party
West Bengal	Barrackpore	DINA SHANKAR SINGH	5036	no	IND	Independent
West Bengal	Barrackpore	SHARMISTHA CHOUDHURY	2036	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
West Bengal	Barrackpore	OM PRAKASH SHAW	3555	no	IND	Independent
West Bengal	Barrackpore	SAMRAT TOPADAR	30491	no	INC	Indian National Congress
West Bengal	Barrackpore	PRADIP CHAUDHURI	2200	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Barrackpore	GIRISH CHANDRA SINGH	3132	no	IND	Independent
West Bengal	Barrackpore	SUBHASHINI ALI	272433	no	CPM	Communist Party of India  (Marxist)
West Bengal	Barrackpore	TAPAS SARKAR	5458	no	BSP	Bahujan Samaj Party
West Bengal	Barrackpore	OMPRAKASH RAJBHAR	4416	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
West Bengal	Dum dum	SAUGATA ROY	483244	yes	AITC	All India Trinamool Congress
West Bengal	Dum dum	ASIM KUMAR DASGUPTA	328310	no	CPM	Communist Party of India  (Marxist)
West Bengal	Dum dum	SATYABRATA BANDYOPADHYAY	1618	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Dum dum	ASHOK KUNDU	4823	no	PDS	Party for Democratic Socialism
West Bengal	Dum dum	DHANANJAY (SHAKTI) MOITRA	34116	no	INC	Indian National Congress
West Bengal	Dum dum	SIKHA SEN ROY	1544	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
West Bengal	Dum dum	NARENDRA NATH GHOSH (NAREN GHOSH)	4077	no	BSP	Bahujan Samaj Party
West Bengal	Dum dum	TAPAN SIKDAR	254819	no	BJP	Bharatiya Janata Party
West Bengal	Dum dum	SUKHA RANJAN BANIK	3256	no	IND	Independent
West Bengal	Dum dum	None of the Above	16837	no	NOTA	None of the Above
West Bengal	Barasat	DR. KAKALI GHOSHDOSTIDAR	525387	yes	AITC	All India Trinamool Congress
West Bengal	Barasat	None of the Above	12700	no	NOTA	None of the Above
West Bengal	Barasat	BIKASH HAZRA	1478	no	BMUP	Bahujan Mukti Party
West Bengal	Barasat	MORTTAJA HOSEN	6911	no	IND	Independent
West Bengal	Barasat	SUKLA BHUIMALI	1332	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
West Bengal	Barasat	KALYAN BASAK	4122	no	IND	Independent
West Bengal	Barasat	SHRI KAUSHIK DAS GUPTA	6375	no	IND	Independent
West Bengal	Barasat	RIJU GHOSAL	40660	no	INC	Indian National Congress
West Bengal	Barasat	PARESH CHANDRA GHOSH	2439	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Barasat	MD. RAFIKUL ISLAM	6895	no	WPOI	Welfare Party Of India
West Bengal	Barasat	P.C. SORCAR JUNIOR	296608	no	BJP	Bharatiya Janata Party
West Bengal	Barasat	DR. MORTOZA HOSSAIN	352246	no	AIFB	All India Forward Bloc
West Bengal	Barasat	SUKUMAR BALA	12178	no	BSP	Bahujan Samaj Party
West Bengal	Basirhat	IDRIS ALI	492326	yes	AITC	All India Trinamool Congress
West Bengal	Basirhat	NURUL HUDA	382667	no	CPI	Communist Party of India
West Bengal	Basirhat	SAMIK BHATTACHARYA	233887	no	BJP	Bharatiya Janata Party
West Bengal	Basirhat	AJAY KUMAR BAIN	6532	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Basirhat	CHOWDHURY SIDDIQULLAH	25178	no	AIUDF	All India United Democratic Front
West Bengal	Basirhat	MD. HAFIZ	5976	no	IND	Independent
West Bengal	Basirhat	GOPAL DAS	7016	no	BSP	Bahujan Samaj Party
West Bengal	Basirhat	ABDUR RAHIM QUAZI	102130	no	INC	Indian National Congress
West Bengal	Basirhat	RANJIT GAYEN	8088	no	IND	Independent
West Bengal	Basirhat	None of the Above	9971	no	NOTA	None of the Above
West Bengal	Joynagar	PRATIMA MONDAL	494746	yes	AITC	All India Trinamool Congress
West Bengal	Joynagar	None of the Above	5823	no	NOTA	None of the Above
West Bengal	Joynagar	SUBHAS NASKAR	5161	no	IND	Independent
West Bengal	Joynagar	TARANGA MONDAL	13333	no	AIUDF	All India United Democratic Front
West Bengal	Joynagar	DR. RABIN NASKAR	2657	no	BMUP	Bahujan Mukti Party
West Bengal	Joynagar	MANIKLAL SARDAR	5908	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Joynagar	SUBHAS NASKAR	386362	no	RSP	Revolutionary Socialist Party
West Bengal	Joynagar	ARNAB ROY	38493	no	INC	Indian National Congress
West Bengal	Joynagar	ANANYA SARKAR	2909	no	BSP	Bahujan Samaj Party
West Bengal	Joynagar	KRISHNAPADA MAJUMDER	113206	no	BJP	Bharatiya Janata Party
West Bengal	Joynagar	DR. TARUN MANDAL	117454	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Mathurapur	CHOUDHURY MOHAN JATUA	627761	yes	AITC	All India Trinamool Congress
West Bengal	Mathurapur	PURNA CHANDRA NAIYA	10191	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Mathurapur	SHRI MANORANJAN HALDER	47277	no	INC	Indian National Congress
West Bengal	Mathurapur	TAPAN NASKAR	65965	no	BJP	Bharatiya Janata Party
West Bengal	Mathurapur	RINKU NASKAR	489325	no	CPM	Communist Party of India  (Marxist)
West Bengal	Mathurapur	RABINDRANATH MISTRI	3212	no	PDS	Party for Democratic Socialism
West Bengal	Mathurapur	MANTU RAM HALDER	4674	no	WPOI	Welfare Party Of India
West Bengal	Mathurapur	SOUMEN SARADAR	4364	no	BSP	Bahujan Samaj Party
West Bengal	Mathurapur	ABANINDRA NATH BAIDYA	2088	no	IND	Independent
West Bengal	Mathurapur	NANDADULAL MANDAL	1357	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Mathurapur	None of the Above	9317	no	NOTA	None of the Above
West Bengal	Diamond harbour	ABHISHEK BANERJEE	508481	yes	AITC	All India Trinamool Congress
West Bengal	Diamond harbour	None of the Above	10657	no	NOTA	None of the Above
West Bengal	Diamond harbour	JAYNAL ABEDIN MONDAL	1856	no	IUML	Indian Union Muslim League
West Bengal	Diamond harbour	HABIBUR RAHAMAN MOLLA	1260	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Diamond harbour	ALOK SEN	977	no	IND	Independent
West Bengal	Diamond harbour	SOUGATA GHOSH	6634	no	IND	Independent
West Bengal	Diamond harbour	NAZMA YASMEEN	3272	no	WPOI	Welfare Party Of India
West Bengal	Diamond harbour	ABHIJIT DAS (BOBBY)	200858	no	BJP	Bharatiya Janata Party
West Bengal	Diamond harbour	MD. QAMRUZZAMAN QAMAR	63047	no	INC	Indian National Congress
West Bengal	Diamond harbour	BECHU MONDAL	3607	no	IND	Independent
West Bengal	Diamond harbour	BIJAN MAJUMDER	1348	no	IND	Independent
West Bengal	Diamond harbour	SAILEN SADHUKHAN	6633	no	IND	Independent
West Bengal	Diamond harbour	DR. ABUL HASNAT	437183	no	CPM	Communist Party of India  (Marxist)
West Bengal	Diamond harbour	SUDIP KUMAR SAHA	8740	no	IND	Independent
West Bengal	Diamond harbour	AJAY GHOSH	2529	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Diamond harbour	DILIP KUMAR MANDAL	2892	no	BSP	Bahujan Samaj Party
West Bengal	Diamond harbour	SAMIR PUTATUNDA	1322	no	PDS	Party for Democratic Socialism
West Bengal	Jadavpur	SUGATA BOSE	584244	yes	AITC	All India Trinamool Congress
West Bengal	Jadavpur	DR. ASOK KUMAR SAMANTA	11317	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Jadavpur	SANDHYA MANDAL	3945	no	BSP	Bahujan Samaj Party
West Bengal	Jadavpur	SUJAN CHAKRABORTY	459041	no	CPM	Communist Party of India  (Marxist)
West Bengal	Jadavpur	SAMIR AICH	26344	no	INC	Indian National Congress
West Bengal	Jadavpur	DR. SARUP PRASAD GHOSH	155511	no	BJP	Bharatiya Janata Party
West Bengal	Jadavpur	MANGAL KUMAR SARDAR	3406	no	IND	Independent
West Bengal	Jadavpur	KARTIK KAYAL	2837	no	IND	Independent
West Bengal	Jadavpur	PINTU SANPUI	1340	no	BMUP	Bahujan Mukti Party
West Bengal	Jadavpur	SHAMALI DAS	2885	no	IND	Independent
West Bengal	Jadavpur	HASIBUL ISLAM MIR	1464	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Jadavpur	SUSANTA KUMAR NASKAR	3067	no	IND	Independent
West Bengal	Jadavpur	ASHOK KUMAR SHAW	1294	no	IND	Independent
West Bengal	Jadavpur	None of the Above	15667	no	NOTA	None of the Above
West Bengal	Kolkata Dakshin	SUBRATA BAKSHI	431715	yes	AITC	All India Trinamool Congress
West Bengal	Kolkata Dakshin	None of the Above	19504	no	NOTA	None of the Above
West Bengal	Kolkata Dakshin	SYED MD WASIM RAZA	1195	no	AIMF	All India Minorities Front
West Bengal	Kolkata Dakshin	KARAN SINGH	1103	no	IJP	Indian Justice Party
West Bengal	Kolkata Dakshin	HITANGSHU BANERJEE	2921	no	AMB	Amra Bangalee
West Bengal	Kolkata Dakshin	MALA ROY	113453	no	INC	Indian National Congress
West Bengal	Kolkata Dakshin	K. P. MD. SHARIF	3776	no	IUML	Indian Union Muslim League
West Bengal	Kolkata Dakshin	TATHAGATA ROY	295376	no	BJP	Bharatiya Janata Party
West Bengal	Kolkata Dakshin	MD. HESHAMUDDIN	1554	no	WPOI	Welfare Party Of India
West Bengal	Kolkata Dakshin	BADRI MONDAL	1844	no	IND	Independent
West Bengal	Kolkata Dakshin	SHAMALI DAS	3356	no	IND	Independent
West Bengal	Kolkata Dakshin	NANDINI MUKHERJEE	278414	no	CPM	Communist Party of India  (Marxist)
West Bengal	Kolkata Dakshin	ASHOKE BISWAS	4335	no	IND	Independent
West Bengal	Kolkata Dakshin	OMPRAKASH PRAJAPATI	4564	no	BSP	Bahujan Samaj Party
West Bengal	Kolkata Dakshin	RAVEENDRAN. T.P (RAVI PALOOR)	875	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
West Bengal	Kolkata Dakshin	ZUBAIR RABBANI	3994	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Kolkata Uttar	SUDIP BANDYOPADHYAY	343687	yes	AITC	All India Trinamool Congress
West Bengal	Kolkata Uttar	PHUL CHAND RAM	2127	no	BSP	Bahujan Samaj Party
West Bengal	Kolkata Uttar	SOMENDRANATH MITRA	130783	no	INC	Indian National Congress
West Bengal	Kolkata Uttar	RAHUL (BISWAJIT) SINHA	247461	no	BJP	Bharatiya Janata Party
West Bengal	Kolkata Uttar	SANJOY SAHA	4808	no	IND	Independent
West Bengal	Kolkata Uttar	MD. IBRAHIM KHAN	749	no	IUML	Indian Union Muslim League
West Bengal	Kolkata Uttar	KALI PADA JANA	1860	no	IND	Independent
West Bengal	Kolkata Uttar	KAUSHIK BISWAS	1810	no	IND	Independent
West Bengal	Kolkata Uttar	DR. DEVENDRA PANDEY	4168	no	IND	Independent
West Bengal	Kolkata Uttar	BAGCHI RUPA	196053	no	CPM	Communist Party of India  (Marxist)
West Bengal	Kolkata Uttar	DEBAJYOTI SENGUPTA	1435	no	IND	Independent
West Bengal	Kolkata Uttar	ALOK CHATURVEDI	4399	no	AAAP	Aam Aadmi Party
West Bengal	Kolkata Uttar	SUNIRMAL BASU	518	no	IND	Independent
West Bengal	Kolkata Uttar	SAUMEN MITRA	3752	no	IND	Independent
West Bengal	Kolkata Uttar	RATHINDRA NATH ROY	1149	no	IND	Independent
West Bengal	Kolkata Uttar	MITUL KUMAR SINGH	548	no	RAHM	Rashtriya Ahinsa Manch
West Bengal	Kolkata Uttar	S.M. HABIBULLAH	660	no	GaAP	Gareeb Aadmi Party
West Bengal	Kolkata Uttar	TARUN MUKHERJEE	708	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Kolkata Uttar	None of the Above	9103	no	NOTA	None of the Above
West Bengal	Howrah	PRASUN BANERJEE	488461	yes	AITC	All India Trinamool Congress
West Bengal	Howrah	None of the Above	9929	no	NOTA	None of the Above
West Bengal	Howrah	SONIA DAS	4441	no	IND	Independent
West Bengal	Howrah	DINESH KUMAR SHARMA	2343	no	IND	Independent
West Bengal	Howrah	SAJAL KUMAR DAS	1572	no	IND	Independent
West Bengal	Howrah	SUKUMAR BARAL	635	no	BMUP	Bahujan Mukti Party
West Bengal	Howrah	MOHAMMAD SIRAJUDDIN SEKH	1079	no	GaAP	Gareeb Aadmi Party
West Bengal	Howrah	SANJIB SARKAR	2105	no	IND	Independent
West Bengal	Howrah	SURAJ NARAYAN SINGH	2186	no	AAAP	Aam Aadmi Party
West Bengal	Howrah	MRITYUNJAY SARKAR	2034	no	IND	Independent
West Bengal	Howrah	MANOJ KUMAR PANDEY	63254	no	INC	Indian National Congress
West Bengal	Howrah	SHIB CHANDRA RAM	3241	no	BSP	Bahujan Samaj Party
West Bengal	Howrah	SOUMITRA SENGUPTA	1814	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Howrah	GEORGE BAKER	248120	no	BJP	Bharatiya Janata Party
West Bengal	Howrah	GOBARDDHAN MANNA	2680	no	IUC	Indian Unity Centre
West Bengal	Howrah	SRIDIP BHATTACHARYA	291505	no	CPM	Communist Party of India  (Marxist)
West Bengal	Uluberia	SULTAN AHMED	570785	yes	AITC	All India Trinamool Congress
West Bengal	Uluberia	SABIR UDDIN MOLLA	369563	no	CPM	Communist Party of India  (Marxist)
West Bengal	Uluberia	ABUL QASEM	6607	no	IUC	Indian Unity Centre
West Bengal	Uluberia	RANJIT KISHORE MOHANTY	137137	no	BJP	Bharatiya Janata Party
West Bengal	Uluberia	MINATI SARKAR	2902	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Uluberia	HASAN NAWAJ	5709	no	AIUDF	All India United Democratic Front
West Bengal	Uluberia	REKHA DAS	3918	no	BSP	Bahujan Samaj Party
West Bengal	Uluberia	ASHIS KUMAR DAS	2437	no	IND	Independent
West Bengal	Uluberia	SUJATA DUTTA	1400	no	BMUP	Bahujan Mukti Party
West Bengal	Uluberia	RAMESH DHARA	2529	no	IND	Independent
West Bengal	Uluberia	SUSANTA KUMAR DALUI	2990	no	IND	Independent
West Bengal	Uluberia	ASIT MITRA	67826	no	INC	Indian National Congress
West Bengal	Uluberia	DILIP KUMAR HAIT	3947	no	IND	Independent
West Bengal	Uluberia	None of the Above	8277	no	NOTA	None of the Above
West Bengal	Srerampur	KALYAN BANERJEE	514933	yes	AITC	All India Trinamool Congress
West Bengal	Srerampur	None of the Above	15374	no	NOTA	None of the Above
West Bengal	Srerampur	RAJU DEY SARKAR	4277	no	IND	Independent
West Bengal	Srerampur	KAILASH NASKAR	2674	no	IND	Independent
West Bengal	Srerampur	MANASA SEN	3406	no	WPOI	Welfare Party Of India
West Bengal	Srerampur	DR. SOMNATH GHOSH	6613	no	IND	Independent
West Bengal	Srerampur	BAPPI LAHIRI	287712	no	BJP	Bharatiya Janata Party
West Bengal	Srerampur	NASIRUDDIN MIR	4240	no	IUC	Indian Unity Centre
West Bengal	Srerampur	TIRTHANKAR RAY	362407	no	CPM	Communist Party of India  (Marxist)
West Bengal	Srerampur	MD. SHANAWAZ	2698	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Srerampur	ABDUL MANNAN	86099	no	INC	Indian National Congress
West Bengal	Hooghly	DR. RATNA DE (NAG)	614312	yes	AITC	All India Trinamool Congress
West Bengal	Hooghly	SAJAL ADHIKARI	9152	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
West Bengal	Hooghly	PABAN MAZUMDER	7682	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Hooghly	VIJAY KUMAR MAHATO	5519	no	BSP	Bahujan Samaj Party
West Bengal	Hooghly	SHUKCHAND MURMU	3197	no	JDP	Jharkhand Disom Party
West Bengal	Hooghly	PRITAM GHOSH	42226	no	INC	Indian National Congress
West Bengal	Hooghly	SANGHAMITRA MUKHERJEE	3766	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Hooghly	PRADIP SAHA	425228	no	CPM	Communist Party of India  (Marxist)
West Bengal	Hooghly	DR. CHANDAN MITRA	221271	no	BJP	Bharatiya Janata Party
West Bengal	Hooghly	None of the Above	16517	no	NOTA	None of the Above
West Bengal	Arambagh	APARUPA PODDAR (AFRIN ALI)	748764	yes	AITC	All India Trinamool Congress
West Bengal	Arambagh	None of the Above	17837	no	NOTA	None of the Above
West Bengal	Arambagh	GANESH BAG	7062	no	JDP	Jharkhand Disom Party
West Bengal	Arambagh	SAKTIMOHAN MALIK	401919	no	CPM	Communist Party of India  (Marxist)
West Bengal	Arambagh	SAMBHUNATH MALIK	27872	no	INC	Indian National Congress
West Bengal	Arambagh	MADHUSUDAN BAG	158480	no	BJP	Bharatiya Janata Party
West Bengal	Tamluk	ADHIKARI SUVENDU	716928	yes	AITC	All India Trinamool Congress
West Bengal	Tamluk	None of the Above	11643	no	NOTA	None of the Above
West Bengal	Tamluk	KAMAL BAG	3110	no	BSP	Bahujan Samaj Party
West Bengal	Tamluk	MANIK CHANDRA MONDAL	1500	no	IUML	Indian Union Muslim League
West Bengal	Tamluk	KALISANKAR JANA	2658	no	IND	Independent
West Bengal	Tamluk	ANWAR ALI SK	29645	no	INC	Indian National Congress
West Bengal	Tamluk	ABDUR REZAK SK	1682	no	IND	Independent
West Bengal	Tamluk	BADSHA ALAM	86265	no	BJP	Bharatiya Janata Party
West Bengal	Tamluk	BIBEKANANDA RAY	10197	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Tamluk	RAJYASHREE CHAUDHURI	3609	no	IND	Independent
West Bengal	Tamluk	SEKH IBRAHIM ALI	470447	no	CPM	Communist Party of India  (Marxist)
West Bengal	Kanthi	ADHIKARI SISIR KUMAR	676749	yes	AITC	All India Trinamool Congress
West Bengal	Kanthi	SINHA TAPAS	447259	no	CPM	Communist Party of India  (Marxist)
West Bengal	Kanthi	MANAS PRADHAN	7335	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Kanthi	ANSAR ALI SK	8298	no	BSP	Bahujan Samaj Party
West Bengal	Kanthi	KAMALENDU PAHARI	111082	no	BJP	Bharatiya Janata Party
West Bengal	Kanthi	KUNAL BANERJEE	27230	no	INC	Indian National Congress
West Bengal	Kanthi	SK GOLAM NABI AJAD	3260	no	IND	Independent
West Bengal	Kanthi	None of the Above	9598	no	NOTA	None of the Above
West Bengal	Ghatal	ADHIKARI DEEPAK (DEV)	685696	yes	AITC	All India Trinamool Congress
West Bengal	Ghatal	GOBARDHAN GHOSH	1983	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Ghatal	GOPAL MONDAL	4498	no	IND	Independent
West Bengal	Ghatal	None of the Above	14418	no	NOTA	None of the Above
West Bengal	Ghatal	MANAS RANJAN BHUNIA	122928	no	INC	Indian National Congress
West Bengal	Ghatal	GOPAL MURMU	2154	no	JHAP	Jharkhand Anushilan Party
West Bengal	Ghatal	SANTOSH RANA	424805	no	CPI	Communist Party of India
West Bengal	Ghatal	ANJAN JANA	8080	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Ghatal	MD. ALAM	94842	no	BJP	Bharatiya Janata Party
West Bengal	Ghatal	GOUTAM KOURI	5547	no	AMB	Amra Bangalee
West Bengal	Ghatal	GANGARAM SASMAL	1758	no	PDS	Party for Democratic Socialism
West Bengal	Jhargram	UMA SAREN	674504	yes	AITC	All India Trinamool Congress
West Bengal	Jhargram	BUDDHADEB MANDI	15114	no	JMM	Jharkhand Mukti Morcha
West Bengal	Jhargram	MILAN MANDI	6013	no	JDP	Jharkhand Disom Party
West Bengal	Jhargram	HIRANMOY MAJHI	8616	no	IND	Independent
West Bengal	Jhargram	GOMASTA PRASAD SOREN	8364	no	AKBJHP	Akhil Bhartiya Jharkhand Party
West Bengal	Jhargram	RAJIB MUDI	5058	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Jhargram	DR. PULIN BIHARI BASKE	326621	no	CPM	Communist Party of India  (Marxist)
West Bengal	Jhargram	CHUNIBALA HANSDA	7608	no	JKP(N)	Jharkhand Party  (Naren)
West Bengal	Jhargram	SUBODH KUMAR MANDI	7453	no	IND	Independent
West Bengal	Jhargram	ANITA HANSDA	40513	no	INC	Indian National Congress
West Bengal	Jhargram	RAMPADA HANSDA	8478	no	AMB	Amra Bangalee
West Bengal	Jhargram	BIKASH MUDI	122459	no	BJP	Bharatiya Janata Party
West Bengal	Jhargram	MURARI MOHAN BASKE	3877	no	JHAP	Jharkhand Anushilan Party
West Bengal	Jhargram	None of the Above	22935	no	NOTA	None of the Above
West Bengal	Medinipur	SANDHYA ROY	579860	yes	AITC	All India Trinamool Congress
West Bengal	Medinipur	None of the Above	13626	no	NOTA	None of the Above
West Bengal	Medinipur	DR. BIMAL KUMAR RAJ	48883	no	INC	Indian National Congress
West Bengal	Medinipur	PRABHAKAR TEWARI	180112	no	BJP	Bharatiya Janata Party
West Bengal	Medinipur	TUSHAR JANA	9783	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Medinipur	PRABODH PANDA	395194	no	CPI	Communist Party of India
West Bengal	Medinipur	KAVITA RANI	8639	no	BSP	Bahujan Samaj Party
West Bengal	Medinipur	RAMKRISNA SARKAR	4655	no	IND	Independent
West Bengal	Medinipur	SOUMEN SAMANTA	6062	no	PDS	Party for Democratic Socialism
West Bengal	Medinipur	ASHOK BERA	7883	no	AMB	Amra Bangalee
West Bengal	Medinipur	MUKIM KHAN	5335	no	JMM	Jharkhand Mukti Morcha
West Bengal	Purulia	DR. MRIGANKA MAHATO	468277	yes	AITC	All India Trinamool Congress
West Bengal	Purulia	MONBODH MAHATO	6774	no	IND	Independent
West Bengal	Purulia	PURNA CHANDRA TUDU	4073	no	IND	Independent
West Bengal	Purulia	TAPAN KUMAR MAHATO	7386	no	JMM	Jharkhand Mukti Morcha
West Bengal	Purulia	DHIREN RAJAK	5584	no	IND	Independent
West Bengal	Purulia	NEPAL MAHATA	257923	no	INC	Indian National Congress
West Bengal	Purulia	MIHIR KUMAR RAJWAR	9850	no	BSP	Bahujan Samaj Party
