Name of State/ UT	Parliamentary Constituency	Candidate Name	Total Votes Polled	Winner or Not?	Party Abbreviation	Party Name
Andhra Pradesh	Aruku	None of the Above	16532	no	NOTA	None of the Above
Andhra Pradesh	Aruku	GUMMIDI SANDHYARANI	321793	no	TDP	Telugu Desam
Andhra Pradesh	Aruku	MIDIYAM BABURAO	38898	no	CPM	Communist Party of India  (Marxist)
Andhra Pradesh	Aruku	IILLA RAMI REDDY	5692	no	IND	Independent
Andhra Pradesh	Aruku	KANGALA BALUDORA	23215	no	IND	Independent
Andhra Pradesh	Aruku	KISHORE CHANDRA DEO	52884	no	INC	Indian National Congress
Andhra Pradesh	Aruku	VANUGU SANKARARAO	4614	no	IND	Independent
Andhra Pradesh	Aruku	BURJABARIKI DHANARAJU	8569	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Aruku	SALLANGI RATNAM	7688	no	IND	Independent
Andhra Pradesh	Aruku	BIDDIKA RAMAIAH	7587	no	IND	Independent
Andhra Pradesh	Aruku	CHETTI SANKARARAO	8951	no	IND	Independent
Andhra Pradesh	Srikakulam	RAMMOHAN NAIDU KINJARAPU	556163	yes	TDP	Telugu Desam
Andhra Pradesh	Srikakulam	KADIYAM JAYALAKSHMI	5021	no	PPOI	Pyramid Party of India
Andhra Pradesh	Srikakulam	JAIDEV INJARAPU	2557	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Srikakulam	KILLI KRUPARANI	24163	no	INC	Indian National Congress
Andhra Pradesh	Srikakulam	BODDEPALLI RAJARAO	8047	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Srikakulam	KINJARAPU TEJESWARA RAO	2074	no	IND	Independent
Andhra Pradesh	Srikakulam	TOTA TEJESWARA RAO	2144	no	IND	Independent
Andhra Pradesh	Srikakulam	VASUDEVA RAO BODDU	5131	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Andhra Pradesh	Srikakulam	REDDY SHANTHI	428591	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Srikakulam	PAIDI RAJA RAO	11422	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Srikakulam	None of the Above	6133	no	NOTA	None of the Above
Andhra Pradesh	Vizianagaram	ASHOK GAJAPATHI RAJU PUSAPATI	536549	yes	TDP	Telugu Desam
Andhra Pradesh	Vizianagaram	None of the Above	6528	no	NOTA	None of the Above
Andhra Pradesh	Vizianagaram	JHANSI LAKSHMI BOTCHA	122487	no	INC	Indian National Congress
Andhra Pradesh	Vizianagaram	HARIKISHAN KUPPILI	3603	no	IND	Independent
Andhra Pradesh	Vizianagaram	YELLA RAO SIYYADULA	5125	no	IND	Independent
Andhra Pradesh	Vizianagaram	VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU	429638	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Vizianagaram	PRASADA RAO NANDA	6401	no	PPOI	Pyramid Party of India
Andhra Pradesh	Vizianagaram	TADIVAKA RAMESH NAIDU	3388	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Vizianagaram	BONU KRISHNA	4092	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Vizianagaram	NARU SIMHADRI NAIDU	2505	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Visakhapatnam	KAMBHAMPATI HARI BABU	566832	yes	BJP	Bharatiya Janata Party
Andhra Pradesh	Visakhapatnam	CHALAPATHIRAO RONANKI	1594	no	IND	Independent
Andhra Pradesh	Visakhapatnam	DR|| BHAVANI SANKAR SASTRY.A	1910	no	ICSP	Indian Christian Secular Party
Andhra Pradesh	Visakhapatnam	SREENADH REDDY	1379	no	IND	Independent
Andhra Pradesh	Visakhapatnam	NAGENDRA SAIRAM	2377	no	IND	Independent
Andhra Pradesh	Visakhapatnam	KURADA SATYANARAYANA PATNAIK	1927	no	IND	Independent
Andhra Pradesh	Visakhapatnam	SABBAM HARI	6644	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Visakhapatnam	KUTIKUPPALA SURYA RAO	1889	no	IND	Independent
Andhra Pradesh	Visakhapatnam	IMANDI VENKATA KURMARAO	14947	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Visakhapatnam	J. PADMAJA	1540	no	IND	Independent
Andhra Pradesh	Visakhapatnam	SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU)	1759	no	IND	Independent
Andhra Pradesh	Visakhapatnam	BOLISETTI SATYANARAYANA (SATYA)	50632	no	INC	Indian National Congress
Andhra Pradesh	Visakhapatnam	DURGAPRASAD GUNTU	2611	no	IND	Independent
Andhra Pradesh	Visakhapatnam	KUNA RAMAM	6175	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Visakhapatnam	UMAMAHESWARARAO ARETI	1751	no	IND	Independent
Andhra Pradesh	Visakhapatnam	JT RAMARAO	4323	no	sps	Samaikyandhra Parirakshana Samithi
Andhra Pradesh	Visakhapatnam	Y.S VIJAYAMMA	476344	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Visakhapatnam	TANUKU DIVAKAR	5418	no	IND	Independent
Andhra Pradesh	Visakhapatnam	GEDELA KRISHNARAO	1118	no	IND	Independent
Andhra Pradesh	Visakhapatnam	CHANDRASEKHAR BUDDA	1348	no	IND	Independent
Andhra Pradesh	Visakhapatnam	DADI JYOTHI BHAVANI	2717	no	PPOI	Pyramid Party of India
Andhra Pradesh	Visakhapatnam	BRAHMA SWAROOP KASIBHATTA	994	no	IND	Independent
Andhra Pradesh	Visakhapatnam	None of the Above	7329	no	NOTA	None of the Above
Andhra Pradesh	Anakapalli	MUTTAMSETTI SRINIVASA RAO (AVANTHI)	568463	yes	TDP	Telugu Desam
Andhra Pradesh	Anakapalli	None of the Above	8604	no	NOTA	None of the Above
Andhra Pradesh	Anakapalli	VIJAYA LAKSHMI THOTA	17770	no	INC	Indian National Congress
Andhra Pradesh	Anakapalli	GUDIVADA AMARNADH	520531	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Anakapalli	SARISA LEELA PRASANNA KUMARI	2875	no	PPOI	Pyramid Party of India
Andhra Pradesh	Anakapalli	VADLAMURI KRISHNA SWAROOP	5506	no	DABAP	Dalita Bahujana Party
Andhra Pradesh	Anakapalli	APPALARAJU SADARAM	3228	no	IND	Independent
Andhra Pradesh	Anakapalli	KARANAM TIRUPATHI RAO	14834	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Anakapalli	KONDARAJU JAMPANA	6261	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Kakinada	THOTA NARASIMHAM	514402	yes	TDP	Telugu Desam
Andhra Pradesh	Kakinada	PEPAKAYALA SUBHA RAJENDRA	1161	no	IND	Independent
Andhra Pradesh	Kakinada	KOLA VENKATA PRASAD VARMA	3473	no	RJD	Rashtriya Janata Dal
Andhra Pradesh	Kakinada	DONAM NEELAKANTAM	1697	no	IND	Independent
Andhra Pradesh	Kakinada	MOTHA SARADA	6836	no	RPI(KH)	Republican Party of India (Khobragade)
Andhra Pradesh	Kakinada	ROKKAM DAYAKAR	1837	no	RP(K)	Republican Paksha (Khoripa)
Andhra Pradesh	Kakinada	TUMMALAPALLI SATYA RAMAKRISHNA	6442	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Kakinada	MUTHABATHULA RATNA KUMAR	2511	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Kakinada	TEKUMUDI VENKATA RAO	3826	no	PPOI	Pyramid Party of India
Andhra Pradesh	Kakinada	VINJAMALLA CHITTI BABU	1400	no	IND	Independent
Andhra Pradesh	Kakinada	GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU)	1417	no	IND	Independent
Andhra Pradesh	Kakinada	MERLA BHAVANI SANKARA PRASAD	910	no	IND	Independent
Andhra Pradesh	Kakinada	DONKA LEELAVATHI	3756	no	IND	Independent
Andhra Pradesh	Kakinada	CHALAMALASETTY SUNIL	510971	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Kakinada	CHAGANTI SURYANARAYANA MURTY	1236	no	IND	Independent
Andhra Pradesh	Kakinada	ARJUNARAO YEGUPATI	1495	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Andhra Pradesh	Kakinada	PRABHAKARA RAO MADIKI	496	no	IND	Independent
Andhra Pradesh	Kakinada	JALLURI VENKATESWARLU (J.V)	6636	no	IND	Independent
Andhra Pradesh	Kakinada	KARRA VENKATA APPALA NARASIMHA RAO	1907	no	IND	Independent
Andhra Pradesh	Kakinada	SRINIVAS DANGETI	2356	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Kakinada	KUNCHE RAMADAS	1122	no	IND	Independent
Andhra Pradesh	Kakinada	MALLIPUDI MANGAPATI PALLAM RAJU	19754	no	INC	Indian National Congress
Andhra Pradesh	Kakinada	None of the Above	4358	no	NOTA	None of the Above
Andhra Pradesh	Amalapuram	DR PANDULA RAVINDRA BABU	594547	yes	TDP	Telugu Desam
Andhra Pradesh	Amalapuram	None of the Above	6141	no	NOTA	None of the Above
Andhra Pradesh	Amalapuram	AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO	12182	no	INC	Indian National Congress
Andhra Pradesh	Amalapuram	G.V.HARSHA KUMAR	9931	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Amalapuram	PINIPE VISWARUPU	473971	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Amalapuram	KOMMU SATYAVATHI	625	no	IND	Independent
Andhra Pradesh	Amalapuram	YALANGI RAMESH	1171	no	IND	Independent
Andhra Pradesh	Amalapuram	UNDRU GANI RAJU	862	no	IND	Independent
Andhra Pradesh	Amalapuram	VADDI WINSTON CHURCHILL	1684	no	IND	Independent
Andhra Pradesh	Amalapuram	KUNCHE PEDASATYANARAYANA	4560	no	PPOI	Pyramid Party of India
Andhra Pradesh	Amalapuram	KONKI VENKATA RAO	3233	no	RP(K)	Republican Paksha (Khoripa)
Andhra Pradesh	Amalapuram	KASI CHANDRAMOULI	1110	no	IND	Independent
Andhra Pradesh	Amalapuram	GEDDAM SAMPADA RAO	7219	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Amalapuram	BHASKARA RAO BUNGA	824	no	IND	Independent
Andhra Pradesh	Amalapuram	VIJAYA CHAKRAVARTHY PANTHAGADA	2867	no	RPI(KH)	Republican Party of India (Khobragade)
Andhra Pradesh	Rajahmundry	MURALI MOHAN MAGANTI	630573	yes	TDP	Telugu Desam
Andhra Pradesh	Rajahmundry	ANNAMDEVULA DHARMA RAO	590	no	IND	Independent
Andhra Pradesh	Rajahmundry	POLU PEDA VENGALA REDDY	765	no	IND	Independent
Andhra Pradesh	Rajahmundry	MUTYALA RAMBABU	1282	no	IND	Independent
Andhra Pradesh	Rajahmundry	CHEEKATLA VENKATESWARA RAO	1356	no	IND	Independent
Andhra Pradesh	Rajahmundry	MULLAPUDI SATYANARAYANA	11718	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Rajahmundry	KOLLABATHULA RICHMOND CAREY	5481	no	GaAP	Gareeb Aadmi Party
Andhra Pradesh	Rajahmundry	MARRE BABJI	6079	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Rajahmundry	PALLA VENKATA NAIDU(PRADEEP)	989	no	IND	Independent
Andhra Pradesh	Rajahmundry	ILLA GOVINDA RAJAN	1390	no	IND	Independent
Andhra Pradesh	Rajahmundry	SANGISETTI SRINIVASA RAO	1329	no	PPOI	Pyramid Party of India
Andhra Pradesh	Rajahmundry	BODDU VENKATARAMANA CHOWDARY	463139	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Rajahmundry	DURGESH KANDULA	21243	no	INC	Indian National Congress
Andhra Pradesh	Rajahmundry	MEDA SRINIVAS	991	no	RPC(S)	Rashtriya Praja Congress  (Secular)
Andhra Pradesh	Rajahmundry	None of the Above	7456	no	NOTA	None of the Above
Andhra Pradesh	Narsapuram	GOKARAJU GANGA RAJU	540306	yes	BJP	Bharatiya Janata Party
Andhra Pradesh	Narsapuram	None of the Above	8004	no	NOTA	None of the Above
Andhra Pradesh	Narsapuram	GITADAS DAS	23270	no	pjdl	Prem Janata Dal
Andhra Pradesh	Narsapuram	VANKA RAVINDRANATH	454955	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Narsapuram	MEDAPATI  VARAHALA REDDY	1250	no	IND	Independent
Andhra Pradesh	Narsapuram	VOLETI VENKATA LAKSHMANA RAO	1298	no	IND	Independent
Andhra Pradesh	Narsapuram	VANGALAPUDI YASHYAA	1281	no	IND	Independent
Andhra Pradesh	Narsapuram	BADAMPUDI SIVA	1605	no	IND	Independent
Andhra Pradesh	Narsapuram	NALLI RAJESH	6708	no	RP(K)	Republican Paksha (Khoripa)
Andhra Pradesh	Narsapuram	ADDANKI (SEKHAR BABU) DORABABU	1344	no	IND	Independent
Andhra Pradesh	Narsapuram	CHINTAPALLI KANAKA RAO	8489	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Narsapuram	SAROJA  POLASAPALLI	6840	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Narsapuram	SHIVAJI GOTTUMUKKALA	2286	no	IND	Independent
Andhra Pradesh	Narsapuram	S.V.P.K.H.G.KRISHNAM RAJU	4232	no	PPOI	Pyramid Party of India
Andhra Pradesh	Narsapuram	KANUMURU BAPI RAJU	27083	no	INC	Indian National Congress
Andhra Pradesh	Eluru	MAGANTI VENKATESWARA RAO (BABU)	623471	yes	TDP	Telugu Desam
Andhra Pradesh	Eluru	JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA	751	no	IND	Independent
Andhra Pradesh	Eluru	MENDEM SANTOSH KUMAR ( PEDABABULU)	3423	no	ILP(AP)	Indian Labour Party (Ambedkar Phule)
Andhra Pradesh	Eluru	K.V.V.SATYANARAYANA	2873	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Eluru	ASHOK YANTRAPATI	1212	no	MaSP	Mahajana Socialist Party
Andhra Pradesh	Eluru	GOVADA VIJAYA KUMARI	4483	no	pjdl	Prem Janata Dal
Andhra Pradesh	Eluru	MUSUNURI NAGESWARA RAO	11770	no	INC	Indian National Congress
Andhra Pradesh	Eluru	U VENKATESWARARAO (U.V)	3971	no	IND	Independent
Andhra Pradesh	Eluru	THOTA CHANDRA SEKHAR	521545	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Eluru	SAVANAPUDI NAGARAJU	2318	no	MCPI	Marxist Communist Party of India (United)
Andhra Pradesh	Eluru	K.VIJAYA LAKSHMI PANDIT	1320	no	IND	Independent
Andhra Pradesh	Eluru	GANGADHARA RAO NANNAPANENI	1302	no	IND	Independent
Andhra Pradesh	Eluru	NETALA RAMESH BABU	11670	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Eluru	C.V.SARADA DEVI	2720	no	IND	Independent
Andhra Pradesh	Eluru	U .V. RAMA RAO	1323	no	PPOI	Pyramid Party of India
Andhra Pradesh	Eluru	None of the Above	7544	no	NOTA	None of the Above
Andhra Pradesh	Machilipatnam	KONAKALLA NARAYANA RAO	587280	yes	TDP	Telugu Desam
Andhra Pradesh	Machilipatnam	None of the Above	8171	no	NOTA	None of the Above
Andhra Pradesh	Machilipatnam	KOLUSU PARTHA SARATHY	506223	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Machilipatnam	YUNDURI SUBRAMANYASWARA RAO (MANI)	1597	no	IND	Independent
Andhra Pradesh	Machilipatnam	JAMPANA SRINIVASA GOUD	931	no	IND	Independent
Andhra Pradesh	Machilipatnam	PRASADA RAO PEGGEM	4085	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Machilipatnam	SISTLA RAMESH	14111	no	INC	Indian National Congress
Andhra Pradesh	Machilipatnam	KAMMILI SRINIVAS	7692	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Machilipatnam	MOHAMMAD ISHAQ	1770	no	IND	Independent
Andhra Pradesh	Machilipatnam	PARASA SRINIVASA RAO	3399	no	IND	Independent
Andhra Pradesh	Machilipatnam	YARLAGADDA RAMA MOHAN RAO	1405	no	IND	Independent
Andhra Pradesh	Machilipatnam	VADAPALLI RAGHUNADH	4401	no	PPOI	Pyramid Party of India
Andhra Pradesh	Vijayawada	KESINENI SRINIVAS	592696	yes	TDP	Telugu Desam
Andhra Pradesh	Vijayawada	RAJA KUMARI GUNDAPANENI	2570	no	PPOI	Pyramid Party of India
Andhra Pradesh	Vijayawada	M.PHANI PRAKASH	2809	no	IND	Independent
Andhra Pradesh	Vijayawada	KAMBALA. SUBRAHMANYAM (SASTRY)	7538	no	WPOI	Welfare Party Of India
Andhra Pradesh	Vijayawada	CHIGURUPATI RAMALINGESWARA RAO	3579	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Vijayawada	TATINENI SRINIVASA RAO	2456	no	IND	Independent
Andhra Pradesh	Vijayawada	HAR MOHINDER SINGH SAHANI	3088	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Vijayawada	ISHWARYA LAKSHMI CHINNAM	5296	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Vijayawada	SUNKARA KRISHNA MURTHY	803	no	ARPS	Andhra Rastra Praja Samithi
Andhra Pradesh	Vijayawada	V.R.K.MURTHY.	748	no	IND	Independent
Andhra Pradesh	Vijayawada	YARAM KATAM RAJU	1402	no	IND	Independent
Andhra Pradesh	Vijayawada	P.V. KRISHNAIAH	423	no	IND	Independent
Andhra Pradesh	Vijayawada	KONERU RAMACHANDRA PRASAD	1096	no	IND	Independent
Andhra Pradesh	Vijayawada	CHATRAGADDA PRATAP	950	no	IND	Independent
Andhra Pradesh	Vijayawada	AHMED ANSARI SYED	504	no	IND	Independent
Andhra Pradesh	Vijayawada	ALTAF ALI MOHAMED	1167	no	IND	Independent
Andhra Pradesh	Vijayawada	KONERU RAJENDRA PRASAD	1014	no	IND	Independent
Andhra Pradesh	Vijayawada	DASARI VENKATA NAGESH	1873	no	IND	Independent
Andhra Pradesh	Vijayawada	SURAPANENI SARATBABU	1521	no	IND	Independent
Andhra Pradesh	Vijayawada	AVINASH DEVINENI	39751	no	INC	Indian National Congress
Andhra Pradesh	Vijayawada	KONERU RAJENDRA PRASAD	517834	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Vijayawada	BOLISETTY HARIBABU	667	no	IND	Independent
Andhra Pradesh	Vijayawada	None of the Above	5290	no	NOTA	None of the Above
Andhra Pradesh	Guntur	JAYADEV GALLA	618417	yes	TDP	Telugu Desam
Andhra Pradesh	Guntur	None of the Above	7596	no	NOTA	None of the Above
Andhra Pradesh	Guntur	ABDUL WAHEED SHAIK	46818	no	INC	Indian National Congress
Andhra Pradesh	Guntur	EMANI CHANDRA SEKHAR RAO	1455	no	NPT	Navodyam Party
Andhra Pradesh	Guntur	MALLELA VENKATA RAO	5608	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Guntur	ARUDALA VENKATESWARA RAO	908	no	IND	Independent
Andhra Pradesh	Guntur	MALLELA BABU RAO	4223	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Guntur	UDAIA KUMAR MUSUKU	2852	no	ICSP	Indian Christian Secular Party
Andhra Pradesh	Guntur	BALASHOWRY VALLABHANENI	549306	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Guntur	KATA VEERA VARA PRASAD	2344	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Guntur	BITRA VENKATA SIVANNARAYANA	1169	no	IND	Independent
Andhra Pradesh	Guntur	DR. KOUTHARAPU RAVINDRA	2594	no	GRIP	Great India Party
Andhra Pradesh	Guntur	ABBURI KOTESWARA RAO	1636	no	PPOI	Pyramid Party of India
Andhra Pradesh	Narasaraopet	SAMBASIVA RAO RAYAPATI	632464	yes	TDP	Telugu Desam
Andhra Pradesh	Narasaraopet	RAVU SUBRAHMANYAM	1025	no	IND	Independent
Andhra Pradesh	Narasaraopet	AYODHYA RAMIREDDY ALLA	597184	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Narasaraopet	JANGALA SINGARAIAH YADAV	973	no	IND	Independent
Andhra Pradesh	Narasaraopet	MEKALA HANUMANTHA RAO YADAV	4911	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Narasaraopet	YELURI SRILATHA	5142	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Narasaraopet	ROSAIAH SIVAPARAPU	1877	no	MCPI	Marxist Communist Party of India (United)
Andhra Pradesh	Narasaraopet	KANUMURI KOTESWARA RAO	1404	no	IND	Independent
Andhra Pradesh	Narasaraopet	PARUVURI RAMESH	1118	no	IND	Independent
Andhra Pradesh	Narasaraopet	AKKI REDDY BHIMANADULA	7032	no	PPOI	Pyramid Party of India
Andhra Pradesh	Narasaraopet	KONDAPALLI VENKATESWARLU	22943	no	INC	Indian National Congress
Andhra Pradesh	Narasaraopet	None of the Above	5985	no	NOTA	None of the Above
Andhra Pradesh	Bapatla	MALYADRI SRIRAM	578145	yes	TDP	Telugu Desam
Andhra Pradesh	Bapatla	None of the Above	6146	no	NOTA	None of the Above
Andhra Pradesh	Bapatla	GADDE THYAGARAJU	749	no	IND	Independent
Andhra Pradesh	Bapatla	RATNABABU MAMIDI	1206	no	IND	Independent
Andhra Pradesh	Bapatla	R.D.WILSON	3657	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Bapatla	BABURAO GOLLA	823	no	IND	Independent
Andhra Pradesh	Bapatla	GOGULAMUDI NARASIMHA RAO	720	no	IND	Independent
Andhra Pradesh	Bapatla	BANDELA NAGESWARA RAO	668	no	IND	Independent
Andhra Pradesh	Bapatla	DWARAPALLI PHILIP	8113	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Bapatla	YALLAMATI RAMESH	8414	no	PPOI	Pyramid Party of India
Andhra Pradesh	Bapatla	VARIKUTI AMRUTHAPANI	545391	no	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Bapatla	PANABAKA LAKSHMI	23072	no	INC	Indian National Congress
Andhra Pradesh	Bapatla	NAKKALA VEERANJANEYULU	615	no	IND	Independent
Andhra Pradesh	Bapatla	PERLI PRASANNA DEEVENA KUMAR (PRASANNA)	2967	no	ILP(AP)	Indian Labour Party (Ambedkar Phule)
Andhra Pradesh	Bapatla	EDA CHENNAIAH	3948	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Ongole	Y.V.SUBBA REDDY	589960	yes	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Ongole	KRISHNA RAO VEMULA	5863	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Ongole	BELLAMKONDA VENKATRAO	1001	no	IND	Independent
Andhra Pradesh	Ongole	DARISI PAVAN KUMAR	13357	no	INC	Indian National Congress
Andhra Pradesh	Ongole	MAGUNTA SREENIVASULU REDDY	574302	no	TDP	Telugu Desam
Andhra Pradesh	Ongole	DAMA MOHAN RAO	492	no	IND	Independent
Andhra Pradesh	Ongole	KAVURI VENUBABU NAIDU	3207	no	IND	Independent
Andhra Pradesh	Ongole	S.S.N.RAJA YADAV	4299	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Ongole	PIDAPARTHI MADHUSUDHANA REDDY	624	no	IND	Independent
Andhra Pradesh	Ongole	CHAPALA VENKATA RAO	880	no	IND	Independent
Andhra Pradesh	Ongole	B. BALAJEE RAO	657	no	IND	Independent
Andhra Pradesh	Ongole	RADHAKRISHNA SOMISETTY	1936	no	IND	Independent
Andhra Pradesh	Ongole	PAMMI VENKA REDDY	1387	no	PPOI	Pyramid Party of India
Andhra Pradesh	Ongole	GOLLAPALLI KISHORE KUMAR REDDY	3724	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Ongole	KIRAN DASARANNA MATTEGUNTA	755	no	IND	Independent
Andhra Pradesh	Ongole	None of the Above	5781	no	NOTA	None of the Above
Andhra Pradesh	Nandyal	S.P.Y REDDY	622411	yes	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Nandyal	None of the Above	7115	no	NOTA	None of the Above
Andhra Pradesh	Nandyal	P.NARENDRA DEV	936	no	IND	Independent
Andhra Pradesh	Nandyal	NOSSAM MALLIKARJUNA REDDY	7189	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Nandyal	M RAMANA REDDY	5400	no	IND	Independent
Andhra Pradesh	Nandyal	VANGALA SREENIVASA REDDY	2437	no	IND	Independent
Andhra Pradesh	Nandyal	OBULESU THUDUM	11784	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Nandyal	K.P.KAMBAGIRI SWAMI	2708	no	IND	Independent
Andhra Pradesh	Nandyal	I.V PAKKIRA REDDY	1036	no	IND	Independent
Andhra Pradesh	Nandyal	ULLAGI DAVID JAYA KUMAR	2499	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Nandyal	P.V.N. REDDY	5598	no	AIMIM	All India Majlis-E-Ittehadul Muslimeen
Andhra Pradesh	Nandyal	B.Y.RAMAIAH	16378	no	INC	Indian National Congress
Andhra Pradesh	Nandyal	PIDISELA VIJAY KUMAR	1325	no	IND	Independent
Andhra Pradesh	Nandyal	GADDALA BALASWAMY	1495	no	IND	Independent
Andhra Pradesh	Nandyal	N.MD.FAROOK	516645	no	TDP	Telugu Desam
Andhra Pradesh	Kurnool	BUTTA RENUKA	472782	yes	YSRCP	Yuvajana Sramika Rythu Congress Party
Andhra Pradesh	Kurnool	R.J.MALLIKAL	5746	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Kurnool	VISSA KIRAN KUMAR	6522	no	AAAP	Aam Aadmi Party
Andhra Pradesh	Kurnool	B.T. NAIDU	428651	no	TDP	Telugu Desam
Andhra Pradesh	Kurnool	KOTLA JAYASURYAPRAKASH REDDY	116603	no	INC	Indian National Congress
Andhra Pradesh	Kurnool	NAGELLA ELIA	1990	no	WPOI	Welfare Party Of India
Andhra Pradesh	Kurnool	G.JAKEER HUSSAIN	3600	no	JaSPa	Jai Samaikyandhra Party
Andhra Pradesh	Kurnool	KONDIPARTHI .VENKAT  PRASAD	1614	no	RPI	Republican Party of India
Andhra Pradesh	Kurnool	D YUGANDHAR	2820	no	IND	Independent
Andhra Pradesh	Kurnool	KOTHURU.SATYANARAYANA GUPTA	2021	no	IND	Independent
Andhra Pradesh	Kurnool	D CHAND BASHA	2605	no	IND	Independent
Andhra Pradesh	Kurnool	None of the Above	9385	no	NOTA	None of the Above
Andhra Pradesh	Kurnool	NOOR AHMED MADANI	11393	no	SDP	Socialistic Democratic Party
Andhra Pradesh	Anantapur	J.C. DIVAKAR REDDI	606509	yes	TDP	Telugu Desam
Andhra Pradesh	Anantapur	None of the Above	8798	no	NOTA	None of the Above
Andhra Pradesh	Anantapur	KASANI NAGARAJU	6201	no	BSP	Bahujan Samaj Party
Andhra Pradesh	Anantapur	SHAIK. MOHAMMAD SHAFI.	3018	no	IND	Independent
Andhra Pradesh	Anantapur	T.KULDEEP CHOWDARY	6517	no	STR	Samaikya Telugu Rajyam
Andhra Pradesh	Anantapur	ANIL CHOWDARY.  P	16659	no	INC	Indian National Congress
Andhra Pradesh	Anantapur	PAVAN KUMAR	2070	no	PPOI	Pyramid Party of India
Andhra Pradesh	Anantapur	B. SRINIVASULU	1589	no	IND	Independent
Andhra Pradesh	Anantapur	G. NAGARAJU	1086	no	IND	Independent
Andhra Pradesh	Anantapur	BOYA ANIL KUMAR	2779	no	JaSPa	Jai Samaikyandhra Party
